business_status,geometry,icon,icon_background_color,icon_mask_base_uri,name,opening_hours,photos,place_id,plus_code,rating,reference,scope,types,user_ratings_total,vicinity,price_level
OPERATIONAL,"{'location': {'lat': 44.0391209, 'lng': -123.0702452}, 'viewport': {'northeast': {'lat': 44.0403662802915, 'lng': -123.0689318697085}, 'southwest': {'lat': 44.0376683197085, 'lng': -123.0716298302915}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Studio One Café,{'open_now': False},"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115731226948061579376"">Usha Dawn</a>'], 'photo_reference': 'AW30NDzo-EjRSoiA0Gx_UKpnbW27BQstW8BhJtfdAK4iD3N2PteHBiVwXjrb5gqe-a26dAEupVnpQrnfgKxSd0kjHXlL6TfIKowZ2C-Y5Zo5I1rht-pSQbZTXx7Dwn9FInUAgpyxwFZp-60_Nq7tJajibIIUme42ZZLC1qis_k7SkXDMu_b0', 'width': 4032}]",ChIJ90_qtTYewVQRSbr3yRT3v1o,"{'compound_code': '2WQH+JW Eugene, OR, USA', 'global_code': '84PR2WQH+JW'}",4.5,ChIJ90_qtTYewVQRSbr3yRT3v1o,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",685,"1473 East 19th Avenue, Eugene",2.0
OPERATIONAL,"{'location': {'lat': 44.0837105, 'lng': -123.0377749}, 'viewport': {'northeast': {'lat': 44.0852323802915, 'lng': -123.0364969697085}, 'southwest': {'lat': 44.0825344197085, 'lng': -123.0391949302915}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Outback Steakhouse,{'open_now': True},"[{'height': 1236, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112471416646801815583"">Scott Peterson</a>'], 'photo_reference': 'AW30NDyDGTtJWcM4c1dGMnsi1HGuwbU7V33eDqwFGGQ0yW5GjPt2C2mJLrGxscY9iu9dzQgP1eu37qfYfgEhvpKtWQ4lh2tAxKMt698BXFuGidWVN_engFbA2ivK-LX6WA2V2kUAuJjcznNwCb34NCqN-ZF8S49aJDJ6xzXxSe36pMBq72go', 'width': 2543}]",ChIJdekSoYDhwFQR5rVI4Wzpbi8,"{'compound_code': '3XM6+FV Springfield, OR, USA', 'global_code': '84PR3XM6+FV'}",4.0,ChIJdekSoYDhwFQR5rVI4Wzpbi8,GOOGLE,"['meal_takeaway', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",1484,"3463 Hutton Street, Springfield",2.0
OPERATIONAL,"{'location': {'lat': 44.05493180000001, 'lng': -123.0929061}, 'viewport': {'northeast': {'lat': 44.0562364802915, 'lng': -123.0914661197085}, 'southwest': {'lat': 44.0535385197085, 'lng': -123.0941640802915}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Morning Glory Café,{'open_now': False},"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105401186087830858111"">Morning Glory Café</a>'], 'photo_reference': 'AW30NDwN12zj3NdU1ZKzTqVM5YkvDceUIyyFMX55w4DFLZ5QMMVX8esDI48ldEg38huexCFZTSgcD7DFJki3KpxLuuON6J7GwENylvSCkw5r6JzEynKhIujd0rrDmZK8lk880fN7aTg7uwu6IY0HKXuiu_xtb4eRAcqaVGfyf-7HicByhVGw', 'width': 4032}]",ChIJBYzkFBIewVQRnW2-fyZGVP0,"{'compound_code': '3W34+XR Eugene, OR, USA', 'global_code': '84PR3W34+XR'}",4.6,ChIJBYzkFBIewVQRnW2-fyZGVP0,GOOGLE,"['restaurant', 'bakery', 'food', 'point_of_interest', 'store', 'establishment']",1229,"450 Willamette Street, Eugene",2.0
OPERATIONAL,"{'location': {'lat': 44.0453681, 'lng': -123.0793151}, 'viewport': {'northeast': {'lat': 44.0467931302915, 'lng': -123.0779497197085}, 'southwest': {'lat': 44.0440951697085, 'lng': -123.0806476802915}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Cafe Yumm!,{'open_now': True},"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116635497586625517077"">Cafe Yumm!</a>'], 'photo_reference': 'AW30NDyhwI9nbnZlOCU2FgkS_uKDpacK1t15f1EKSTS9qdJy1rI7eJESDUkuPOCU1H6oGQYx7gBrCx5sgfgqAk3_qP6gyrsC02pGuCl6xRs4RPeDn7dTLRg3n80RpEypVckytCNJiAI4c0xqDVfZI_5hV2t5vTumiicxVZwzwG1Cj91dtn0D', 'width': 4032}]",ChIJqyctIhYewVQRj5Z4BlLDA_U,"{'compound_code': '2WWC+47 Eugene, OR, USA', 'global_code': '84PR2WWC+47'}",4.4,ChIJqyctIhYewVQRj5Z4BlLDA_U,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",704,"860 East 13th Avenue, Eugene",1.0
OPERATIONAL,"{'location': {'lat': 44.0453414, 'lng': -123.0981184}, 'viewport': {'northeast': {'lat': 44.0467756302915, 'lng': -123.0967704697085}, 'southwest': {'lat': 44.0440776697085, 'lng': -123.0994684302915}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Cafe Soriah,{'open_now': False},"[{'height': 2268, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106072181268447037376"">Tom Mossberg</a>'], 'photo_reference': 'AW30NDwsHvRnmTjOyyiRklQBOoZmgLTi6xIXkquoeNv3wfKLq6fThLUovjxMbSIhIyND1h-VnwrBBZseDdI00C6-MEQAlQpKeJrNETdi77jKuigYM1KLPRFWdErsRh3tY3HKUG8Rf-Q_ccEIIWDVgaiaF-jCk99dzvVfXpiyw1btnien4I99', 'width': 4032}]",ChIJtTtSlGkewVQRwn0j4cbD49I,"{'compound_code': '2WW2+4Q Eugene, OR, USA', 'global_code': '84PR2WW2+4Q'}",4.6,ChIJtTtSlGkewVQRwn0j4cbD49I,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",529,"384 West 13th Avenue, Eugene",3.0
OPERATIONAL,"{'location': {'lat': 44.0828497, 'lng': -123.039702}, 'viewport': {'northeast': {'lat': 44.08421163029149, 'lng': -123.0383729197085}, 'southwest': {'lat': 44.08151366970849, 'lng': -123.0410708802915}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Hop Valley Brewing Company,{'open_now': True},"[{'height': 1333, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107016277929248740786"">Hop Valley Brewing Company</a>'], 'photo_reference': 'AW30NDzB-dwwOpUnKoWzhWZG3ktJYrwxzdUZ1-UNweWpBtkHyIr2MMWfys0CcmY6J71Y-k1nxIUyBUzQMJCphCzcI_eUBv0cES9eqho-Z3q2G1rP0lh3MewL89b3xagvBriICXW_-YjMM_Gppg29BfUh90TPNuPXLaOtHIL5WLbvpp1u6Vci', 'width': 2000}]",ChIJiTYEUYfhwFQRmh1QGVtFvAc,"{'compound_code': '3XM6+44 Springfield, OR, USA', 'global_code': '84PR3XM6+44'}",4.3,ChIJiTYEUYfhwFQRmh1QGVtFvAc,GOOGLE,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",665,"980 Kruse Way, Springfield",
OPERATIONAL,"{'location': {'lat': 44.0413012, 'lng': -123.0967891}, 'viewport': {'northeast': {'lat': 44.0425698302915, 'lng': -123.0954639197085}, 'southwest': {'lat': 44.0398718697085, 'lng': -123.0981618802915}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Cornucopia Restaurant,{'open_now': True},"[{'height': 1000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106183108386067508668"">Cornucopia Restaurant</a>'], 'photo_reference': 'AW30NDwBSKKBI2QAdJe6CjklVrxMzxw0PJ9uXFZcun3wa41ZwWUXsIJug8dwKHEUxeOuK1l6swEbwi10BRxvi8Xy-yDnNjmnLPJG4C4TIbEZBb8xkR9k9t-Xo3iCQB0QulO4Tc4XqtkGrJ6Be4xWj6gKfSQY2i2l3F0EXXiis9X2_3O7Ao03', 'width': 1500}]",ChIJT3INGkMewVQRc4CGF9O2M4Q,"{'compound_code': '2WR3+G7 Eugene, OR, USA', 'global_code': '84PR2WR3+G7'}",4.4,ChIJT3INGkMewVQRc4CGF9O2M4Q,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",1265,"295 West 17th Avenue, Eugene",2.0
OPERATIONAL,"{'location': {'lat': 44.06756, 'lng': -123.071041}, 'viewport': {'northeast': {'lat': 44.06887843029151, 'lng': -123.0697173197085}, 'southwest': {'lat': 44.06618046970851, 'lng': -123.0724152802915}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Newman's Grotto,{'open_now': True},"[{'height': 3456, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106798454785649874363"">Newman&#39;s Grotto</a>'], 'photo_reference': 'AW30NDyC83XwAp0aRuC6_WzksjsaIYJRJjP8X-_3k9ZNozz3GS7VjbW5RWWiko9leqBXlHbdKPKwHQhiuVU4e2GsPvFV7Mr_zRyZZjZBLwhyP4QYpPECaK76ceziIuBBEeNbWju7VfTOWjH37g0YPxWKh0FzQu1FTZWJw8vGeAsW3lWFClfr', 'width': 5184}]",ChIJDUk6-vvhwFQRbO5zqoYtoPI,"{'compound_code': '3W9H+2H Eugene, OR, USA', 'global_code': '84PR3W9H+2H'}",4.6,ChIJDUk6-vvhwFQRbO5zqoYtoPI,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",787,"485 Coburg Road, Eugene",2.0
OPERATIONAL,"{'location': {'lat': 44.0523493, 'lng': -123.103142}, 'viewport': {'northeast': {'lat': 44.0536000802915, 'lng': -123.1016743697085}, 'southwest': {'lat': 44.0509021197085, 'lng': -123.1043723302915}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Taco Bell,{'open_now': True},"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108463639314885952914"">Lewis Crowley</a>'], 'photo_reference': 'AW30NDy3VuwfF4z_bKpibpBK_SAZvhHIk7xXMkGimwuj1rJ6BTh8LoRz5BaYMezXK0_x-mB2qkock9i4Rck13wBisAHzCbiB7g8V6W16N90HXidlRl35isPFfraX2xWHMQzt_tscjKwoqQhNbuTXZhIu3gxLVguUzyKEPX7yvSqXO7ak_YCm', 'width': 1920}]",ChIJa1gYi20ewVQRQPBU8mzMTjw,"{'compound_code': '3V2W+WP Eugene, OR, USA', 'global_code': '84PR3V2W+WP'}",3.8,ChIJa1gYi20ewVQRQPBU8mzMTjw,GOOGLE,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",1486,"669 West 7th Avenue, Eugene",1.0
OPERATIONAL,"{'location': {'lat': 44.0503243, 'lng': -123.1312077}, 'viewport': {'northeast': {'lat': 44.0516241802915, 'lng': -123.1299585697085}, 'southwest': {'lat': 44.0489262197085, 'lng': -123.1326565302915}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/bar-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/bar_pinlet,Sam's Place Tavern,{'open_now': True},"[{'height': 600, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108389470821929708421"">Sam&#39;s Place Tavern</a>'], 'photo_reference': 'AW30NDz1cSlf6HUXH-MxkRfOHnq0ktfAXvo5-re9sfTPj7_40AMhVZsl1ZoXLURpDf1uOz0D-RpoXMz47HsFsUtxcneTePeGk21n3EQlY2lqzqDtzmFDAy3zH7eypsHtEJz3o69M2MNB3UqRReM9-_xAQz5a9kfh4yrqENJWogGMtl2Nb5o', 'width': 900}]",ChIJz33R7IAewVQRpWl9moRsfoc,"{'compound_code': '3V29+4G Eugene, OR, USA', 'global_code': '84PR3V29+4G'}",4.4,ChIJz33R7IAewVQRpWl9moRsfoc,GOOGLE,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",586,"825 Wilson Street, Eugene",2.0
OPERATIONAL,"{'location': {'lat': 44.0530932, 'lng': -123.1197426}, 'viewport': {'northeast': {'lat': 44.0545145302915, 'lng': -123.1183190697085}, 'southwest': {'lat': 44.0518165697085, 'lng': -123.1210170302915}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Jack in the Box,{'open_now': True},"[{'height': 4160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110641635174177435998"">Gary Schartz</a>'], 'photo_reference': 'AW30NDzV6nD9_KgAqTjB0djeoSA8vr5YjFDah6LMwCX0V4JbZm75awuCTYw1ZbLyWA-dyXeLO0whf8EPUiN1Dl6DzIKfNzp76wVAz2G9jxPBgfw6iQ__thUGA8XlJWzd76TuVJPYQPWH4uOF6-CK_E80ESh8m_M7ncRUOJtAR2Ky_97W42ZP', 'width': 3120}]",ChIJW-Q3dnkewVQRur2a8gIxzhc,"{'compound_code': '3V3J+64 Eugene, OR, USA', 'global_code': '84PR3V3J+64'}",3.4,ChIJW-Q3dnkewVQRur2a8gIxzhc,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",1279,"1788 West 6th Avenue, Eugene",1.0
OPERATIONAL,"{'location': {'lat': 44.04815259999999, 'lng': -123.135752}, 'viewport': {'northeast': {'lat': 44.0494700802915, 'lng': -123.1343550697085}, 'southwest': {'lat': 44.0467721197085, 'lng': -123.1370530302915}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Papa Murphy's | Take 'N' Bake Pizza,{'open_now': True},"[{'height': 1536, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114558353300475038340"">Justin “Jayel” Hobley</a>'], 'photo_reference': 'AW30NDxwP9CbwjlQqWSBGszPSSUTDNZiRt75Y8vh0gqg1WV7CeE0Nfo5BuJpZS9guX8mm1Ro6NGoo3_3tLQUvowx2rkRxBYviR_125HW0ZUvaIUJ9Q17l2PYVTKANeqHeI_Bu8f48erb7Xh-vblOfXolkudBAWY3Il0dxionA61j9BIMp-bk', 'width': 2048}]",ChIJhwKk5oMewVQRwGsmwYPka9o,"{'compound_code': '2VX7+7M Eugene, OR, USA', 'global_code': '84PR2VX7+7M'}",4.2,ChIJhwKk5oMewVQRwGsmwYPka9o,GOOGLE,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",391,"2911 West 11th Avenue, Eugene",1.0
OPERATIONAL,"{'location': {'lat': 44.0258361, 'lng': -123.0914515}, 'viewport': {'northeast': {'lat': 44.02736528029149, 'lng': -123.0900994197085}, 'southwest': {'lat': 44.02466731970849, 'lng': -123.0927973802915}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Papa Johns Pizza,{'open_now': True},"[{'height': 812, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107775270458064102669"">Papa Johns Pizza</a>'], 'photo_reference': 'AW30NDz7dAX7QIiqS_L_0xRqs8PCvTbE7sEgQ13ToUEKNt6DmjsQeTw1RaHLCEysH_dTDBxVtVdiMuvSX2-mq1_Qbr4WVZ87SHniy6BNtmmMAw43qZut524Ovo9GFaJWv0wWA8FIghkjLUlFrKhHr8Ffou1YGRiYW-yvHUsCWUF1hEsNOwRW', 'width': 1444}]",ChIJNyv6zFQewVQRWN43UVQDCyg,"{'compound_code': '2WG5+8C Eugene, OR, USA', 'global_code': '84PR2WG5+8C'}",3.8,ChIJNyv6zFQewVQRWN43UVQDCyg,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",132,"30 West 29th Avenue, Eugene",1.0
OPERATIONAL,"{'location': {'lat': 44.0752137, 'lng': -123.045894}, 'viewport': {'northeast': {'lat': 44.0762760802915, 'lng': -123.0445799197085}, 'southwest': {'lat': 44.0735781197085, 'lng': -123.0472778802915}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/movies-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/movie_pinlet,Cinemark 17,,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113603789754343439782"">Natalie Blizard</a>'], 'photo_reference': 'AW30NDza7TK2TCARRTmH3fQXPaUI8cyySu1vucbCVEjAs3bOzP2FJyL_TmGlEUpWzWKRHuFLzvYfBGvPtwyAZrmnEaaUZgYWe5aHvXjP9_MeXdqdh02-6W-A3wAvaIE1VbtgJ3F-V3Ya0qjXpQ4OTdo2Oilpp8808DMaSM-xIOheuP2R4MEy', 'width': 4032}]",ChIJ33ry_5HhwFQRr0HD0zc3XYw,"{'compound_code': '3XG3+3J Springfield, OR, USA', 'global_code': '84PR3XG3+3J'}",4.5,ChIJ33ry_5HhwFQRr0HD0zc3XYw,GOOGLE,"['movie_theater', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",1973,"2900 Gateway Street, Springfield",
OPERATIONAL,"{'location': {'lat': 44.0544399, 'lng': -123.0889622}, 'viewport': {'northeast': {'lat': 44.05572353029149, 'lng': -123.0876521697085}, 'southwest': {'lat': 44.0530255697085, 'lng': -123.0903501302915}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Sushi Pure,{'open_now': True},"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108753354197759087833"">John T.</a>'], 'photo_reference': 'AW30NDyn0hZfawHHxna56wGEi89nUsG4IDjzQQaVYiEVTws-oaJUoe3jIc2VIDdIM6cz6s6Qj7qE3SAtcz2bHMPVxpL3dHL-jR4SafqXTaEDXWnFG0njslGmeqHFJAFNJqBpXrxIv3rEOYEKkOGwW1ldiZd7pbx2zhkcpno6PSPhxsyNxAGA', 'width': 4032}]",ChIJubhuZBEewVQRGYVnTlbYtWs,"{'compound_code': '3W36+QC Eugene, OR, USA', 'global_code': '84PR3W36+QC'}",4.5,ChIJubhuZBEewVQRGYVnTlbYtWs,GOOGLE,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",542,"259 East 5th Avenue, Eugene",2.0
OPERATIONAL,"{'location': {'lat': 44.0282821, 'lng': -123.1057357}, 'viewport': {'northeast': {'lat': 44.0296287302915, 'lng': -123.1042830197085}, 'southwest': {'lat': 44.0269307697085, 'lng': -123.1069809802915}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Japanese cuisine Masa's YATAI,{'open_now': False},"[{'height': 2448, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113353633542362642622"">Japanese cuisine Masa&#39;s YATAI</a>'], 'photo_reference': 'AW30NDyVQ3jUzTq-U8w8oAaQ0Y3GB6_CQIOPgxkc6fFYR21UelLjvm6Ze28wGq6bdFtZ4JlcrLdIIy0oODoQtbL77nSMLVvDUf10vr5Vp5IQ_2dCeywx3zmACUT7ohFVfFY5oVrlNaHmN3XWo8Xu4t0Geyz21G0U1bwx86LaEwmy_OabxXeU', 'width': 3264}]",ChIJzQS3IGsewVQR212YRwhbWiY,"{'compound_code': '2VHV+8P Eugene, OR, USA', 'global_code': '84PR2VHV+8P'}",4.6,ChIJzQS3IGsewVQR212YRwhbWiY,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",108,"2758 Friendly Street, Eugene",2.0
OPERATIONAL,"{'location': {'lat': 44.0932119, 'lng': -123.0600358}, 'viewport': {'northeast': {'lat': 44.0946284802915, 'lng': -123.0586910697085}, 'southwest': {'lat': 44.0919305197085, 'lng': -123.0613890302915}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Izumi Sushi and Grill,{'open_now': True},"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103771244226390502493"">Frank Lewis</a>'], 'photo_reference': 'AW30NDyFkYM_03-OnpiKJNnSITOENab6dDzp7a7viH-kRv-ErCSgHJ_BP3leqln0WKh8iIKlgQNg_vqjhR4Ego3mMd3taLLiAoO-vtpGFKOiR5FkRmzGtPgLRP8Z-ha5DMqsstEabnCseYyqRBq_SiOG2kgtTng6NHNKFS7MxRrqkhsStta8', 'width': 4032}]",ChIJV_UlRTfiwFQRLetsnL0I-tY,"{'compound_code': '3WVQ+7X Eugene, OR, USA', 'global_code': '84PR3WVQ+7X'}",4.3,ChIJV_UlRTfiwFQRLetsnL0I-tY,GOOGLE,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",908,"2773 Shadow View Drive, Eugene",2.0
OPERATIONAL,"{'location': {'lat': 44.0547142, 'lng': -123.0895251}, 'viewport': {'northeast': {'lat': 44.0560486302915, 'lng': -123.0882457197085}, 'southwest': {'lat': 44.0533506697085, 'lng': -123.0909436802915}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Cornucopia Bar & Burgers,{'open_now': True},"[{'height': 3264, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111427047092365219493"">Cornucopia Bar &amp; Burgers</a>'], 'photo_reference': 'AW30NDxjYaptFJ_lwtKzLSOYWRTNkYtGThw_FVWF2GTOIh0_9Eie8uEhDUWIruZs7GKmjDBrJT8l31ufBQqiagtxpRyzSD0CwdaVWv8YnxrQLRtZ8qUstEieBfIv3RHELlIz9EVjcP1fOQxQ1cudFqysGR9AikZ8ZANkKIE-coGdHZznI9RF', 'width': 2448}]",ChIJmWVWnREewVQRRS5lF9yW8FU,"{'compound_code': '3W36+V5 Eugene, OR, USA', 'global_code': '84PR3W36+V5'}",4.3,ChIJmWVWnREewVQRRS5lF9yW8FU,GOOGLE,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",1380,"207 East 5th Avenue, Eugene",2.0
OPERATIONAL,"{'location': {'lat': 44.065569, 'lng': -123.1029219}, 'viewport': {'northeast': {'lat': 44.0669999302915, 'lng': -123.1015833697085}, 'southwest': {'lat': 44.0643019697085, 'lng': -123.1042813302915}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Valley River Inn,{'open_now': True},"[{'height': 2688, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107488041150180599797"">Valley River Inn</a>'], 'photo_reference': 'AW30NDwMH5ToTnOhIVQtcI6N9zwLPMBQPutiQrGxk3vYdRhRTZldN4Wm7S51XEAYsAjUVIEMm03gsr07FS-_rJBODGgdk-5EVUYevtPYBBvX7iXT81bEAtSVjOk2TxUi6fuGpCfRVM2evtgEH4-GwxYpUk_5M3LoWSYf8_9LefaJcN8DIDhh', 'width': 3585}]",ChIJ-VQptOMdwVQRH3qLER1hwq4,"{'compound_code': '3V8W+6R Eugene, OR, USA', 'global_code': '84PR3V8W+6R'}",4.0,ChIJ-VQptOMdwVQRH3qLER1hwq4,GOOGLE,"['lodging', 'restaurant', 'food', 'point_of_interest', 'establishment']",1983,"1000 Valley River Way, Eugene",
OPERATIONAL,"{'location': {'lat': 44.0681158, 'lng': -123.1060016}, 'viewport': {'northeast': {'lat': 44.07009080000002, 'lng': -123.1024749}, 'southwest': {'lat': 44.06633239999999, 'lng': -123.1094897}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shopping_pinlet,Valley River Center,{'open_now': True},"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105928794283840728998"">Andrew G</a>'], 'photo_reference': 'AW30NDwrxP-OMYjoAQGph5P8vnsN6WZky_8pBsppz35tHDXH7gW7sXp5jZzshfxFwbSpbGsx0O4DcF0Mj-v65LeMjqgTxj3AvHyrvP2dxcFNAYSC-V5jORbMWxOGMU4hi8tDMAK32UoaliHiMTafx2EqUf5gS0p-zeiyehfGltqTwa3q6blM', 'width': 4032}]",ChIJJdNcJuQdwVQR00WuCjzVp6M,"{'compound_code': '3V9V+6H Eugene, OR, USA', 'global_code': '84PR3V9V+6H'}",4.2,ChIJJdNcJuQdwVQR00WuCjzVp6M,GOOGLE,"['shopping_mall', 'clothing_store', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",7285,"293 Valley River Center, Eugene",
OPERATIONAL,"{'location': {'lat': 44.0452343, 'lng': -123.092164}, 'viewport': {'northeast': {'lat': 44.0466539802915, 'lng': -123.0907218697085}, 'southwest': {'lat': 44.0439560197085, 'lng': -123.0934198302915}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/bar-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/bar_pinlet,Falling Sky Brewing,{'open_now': False},"[{'height': 6656, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103122864801933058992"">Falling Sky Brewing</a>'], 'photo_reference': 'AW30NDwbTUqH0KQf1X4mSt9bcC7o0XxC0qsF9aZJoWqKdTSGK22Onctc6rTXgHYpMjO6CAd__yZHOLI2C216ZNAhd4DnfiHIKC_wvDR-ezdz_qc_0I41jsgiA2tnFsa9zrEBW20v7rVKnZ0YysuGEeawWNo7ghr7mDAHOZYr9FAVAWO3jnzk', 'width': 13312}]",ChIJ95aSzkEewVQRZ2IVA9gUgC8,"{'compound_code': '2WW5+34 Eugene, OR, USA', 'global_code': '84PR2WW5+34'}",4.4,ChIJ95aSzkEewVQRZ2IVA9gUgC8,GOOGLE,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",469,"1334 Oak Alley, Eugene",2.0
